genus_care_001202c172e9f180,system,Haworthiopsis,Asphodelaceae,阿福花科,Asphodelaceae,null,null,Succulent,"{""way"": ""完全干透再浇"", ""freq"": [14, 30], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [45, 60], ""type"": ""低氮多肉薄肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""明亮散射光/晨间直射，避免盛夏暴晒"", ""freq"": [3, 6], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""high"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""medium""}",10.00,30.00,20.00,50.00,low,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。十二卷类不是“全日光暴晒”基线；更适合明亮散射、晨光和强排水。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-22 00:17:20,2026-05-20 00:00:00,null,null,0.00,4.00
genus_care_026e7432408d56ad,system,Monstera,Araceae,天南星科,Araceae,null,null,Foliage,"{""way"": ""表层2–3cm微干后浇透"", ""freq"": [5, 10], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [30, 45], ""type"": ""1/2浓度均衡肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""明亮散射光/半阴"", ""freq"": [3, 6], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""medium"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""medium""}",18.00,30.00,50.00,80.00,medium,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。热带观叶基线：明亮散射光、稳定温暖、避免积水。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-22 00:13:11,2026-05-20 00:00:00,null,null,0.00,3.00
genus_care_02be62ba0c83f8c6,system,Lactuca,Asteraceae,菊科,Asteraceae,null,null,Vegetable,"{""way"": ""保持均匀湿润，表土微干即浇"", ""freq"": [2, 4], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [14, 21], ""type"": ""蔬菜均衡肥/堆肥补充"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""全日照到半日照，炎热季可午后遮阴"", ""freq"": [4, 8], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""outdoor_medium"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""low""}",10.00,24.00,40.00,80.00,low,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。冷凉季叶菜/根菜基线：充足光照、凉爽、均匀水分。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-22 00:17:20,2026-05-20 00:00:00,null,null,2.00,6.00
genus_care_0380e9c43dadd3d4,system,Philodendron,Araceae,天南星科,Araceae,null,null,Foliage,"{""way"": ""表层2–3cm微干后浇透"", ""freq"": [5, 10], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [30, 45], ""type"": ""1/2浓度均衡肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""明亮散射光/半阴"", ""freq"": [3, 6], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""medium"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""medium""}",18.00,30.00,50.00,80.00,medium,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。热带观叶基线：明亮散射光、稳定温暖、避免积水。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-22 00:13:11,2026-05-20 00:00:00,null,null,0.00,3.00
genus_care_03f3a539c13a8fc0,system,Plumbago,Plumbaginaceae,蓝雪科,Plumbaginaceae,null,null,Flowering,"{""way"": ""表层土微干后浇透，生长期需水较多"", ""freq"": [3, 6], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [14, 30], ""type"": ""开花植物肥/均衡肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""全日照/强光"", ""freq"": [6, 8], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""outdoor_medium"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""low""}",18.00,35.00,40.00,80.00,medium,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。热带开花木本/藤本基线：强光、温暖、排水良好。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-22 00:13:11,2026-05-20 00:00:00,null,null,3.00,8.00
genus_care_078a8337a6c8babb,system,Pyrostegia,Bignoniaceae,紫葳科,Bignoniaceae,null,null,Flowering,"{""way"": ""表层土微干后浇透"", ""freq"": [3, 7], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [14, 30], ""type"": ""开花植物均衡肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""全日照"", ""freq"": [6, 8], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""outdoor_medium"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""low""}",10.00,30.00,40.00,75.00,low,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。露地开花植物基线：多为全日照和排水良好，盆栽需稳定水分。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-22 00:13:11,2026-05-20 00:00:00,null,null,3.00,8.00
genus_care_07be498a48996778,system,Asplenium,Aspleniaceae,铁角蕨科,Aspleniaceae,null,null,Foliage,"{""way"": ""保持微湿，忌积水"", ""freq"": [3, 6], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [30, 45], ""type"": ""1/4–1/2浓度薄肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""明亮散射光/半阴"", ""freq"": [2, 5], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""medium"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""high""}",16.00,28.00,60.00,85.00,low,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。蕨类/卷柏基线：喜湿润空气和散射光，忌干冷与暴晒。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-21 23:59:15,2026-05-20 00:00:00,null,null,0.00,3.00
genus_care_07e6eafdaeb6002a,system,Dypsis,Arecaceae,棕榈科,Arecaceae,null,null,Foliage,"{""way"": ""表层2–3cm微干后浇透"", ""freq"": [5, 10], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [30, 45], ""type"": ""1/2浓度均衡肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""明亮散射光/半阴"", ""freq"": [3, 6], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""medium"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""medium""}",18.00,30.00,50.00,80.00,low,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。热带观叶基线：明亮散射光、稳定温暖、避免积水。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-22 00:04:53,2026-05-20 00:00:00,null,null,0.00,3.00
genus_care_0b0e34661d3c2c51,system,Alocasia,Araceae,天南星科,Araceae,null,null,Foliage,"{""way"": ""表层2–3cm微干后浇透"", ""freq"": [5, 10], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [30, 45], ""type"": ""1/2浓度均衡肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""明亮散射光/半阴"", ""freq"": [3, 6], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""medium"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""medium""}",18.00,30.00,50.00,80.00,high,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。热带观叶基线：明亮散射光、稳定温暖、避免积水。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-21 23:59:15,2026-05-20 00:00:00,null,null,0.00,3.00
genus_care_0f197f02f2b746ad,system,Gymnocalycium,Cactaceae,仙人掌科,Cactaceae,null,null,Succulent,"{""way"": ""完全干透再浇；低温休眠期大幅控水"", ""freq"": [20, 35], ""unit"": ""天"", ""verb"": ""浇"", ""basis"": ""盆栽基线；以基质干湿而非固定天数为准""}","{""freq"": [45, 75], ""type"": ""低氮仙人掌薄肥"", ""unit"": ""天"", ""other"": ""生长期为主；休眠/低温/弱光期减量或暂停""}","{""way"": ""全日照/强光"", ""freq"": [6, 8], ""unit"": ""小时/天"", ""other"": ""以实际光照强度与直射时段校正，避免机械按距离判断""}","{""level"": ""high"", ""other"": ""保持柔和空气流动；避免闷湿、强风直吹或长期封闭"", ""sensitivity"": ""high""}",10.00,35.00,20.00,50.00,low,audited_authority_corrected,Authority audit 2026-05-20: representative species/genus sources plus extension/RHS/ASPCA category guidance.,【属级养护基线 v2】已按权威资料修正为属级通用基线；具体品种、斑叶型、地栽/盆栽/室内外差异继续由 care_overrides 或问诊路径处理。旱生仙人掌基线：强光、低湿、强排水，冬季控水。,L1_or_L2_authority_audited,rowwise_authority_audit_v2,genus_care_profiles_light_uv_minmax_v5.sql,v5_light_uv_minmax_2026_05_20,1,2026-03-22 00:17:20,2026-05-20 00:00:00,null,null,3.00,8.00
